Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-GluCTC-171824	5	3	2
nuclear-Ath-GluCTC-171825	5	1	3
nuclear-Ath-GluCTC-183765	0	0	1
nuclear-Ath-GluTTC-171820	0	0	3
nuclear-Ath-GluTTC-171822	0	0	0
nuclear-Ath-GluTTC-171826	75	7	44
nuclear-Ath-GluTTC-183764	0	0	0
nuclear-Ath-GlyCCC-171713	475	60	416
nuclear-Ath-GlyGCC-171688	0	0	0
nuclear-Ath-GlyGCC-171690	4	0	4
nuclear-Ath-GlyGCC-171691	194	28	31
nuclear-Ath-GlyGCC-171692	4	2	2
nuclear-Ath-GlyGCC-183730	0	0	0
nuclear-Ath-GlyTCC-171720	24	2	17
nuclear-Ath-HisGTG-171768	20	1	17
nuclear-Ath-HisGTG-171770	16	4	7
nuclear-Ath-HisGTG-183747	0	0	0
nuclear-Ath-HisGTG-183748	0	0	0
nuclear-Ath-IleAAT-171735	267	46	117
nuclear-Ath-IleAAT-171736	0	0	1
nuclear-Ath-IleTAT-171721	0	0	1
nuclear-Ath-IleTAT-171764	17	6	14
nuclear-Ath-LeuAAG-171816	90	22	27
nuclear-Ath-LeuAAG-171817	97	17	37
nuclear-Ath-LeuCAA-171786	4	3	10
nuclear-Ath-LeuCAA-171787	61	13	16
nuclear-Ath-LeuCAA-171789	169	19	30
nuclear-Ath-LeuCAA-171790	0	0	0
nuclear-Ath-LeuCAA-183751	1	0	1
nuclear-Ath-LeuCAG-171781	274	47	47
nuclear-Ath-LeuTAA-171698	7	0	0
nuclear-Ath-LeuTAA-171699	9	0	1
nuclear-Ath-LeuTAA-171791	2	0	2
nuclear-Ath-LeuTAG-171673	0	0	0
nuclear-Ath-LeuTAG-171675	63	14	21
nuclear-Ath-LeuTAG-171685	66	15	16
nuclear-Ath-LysCTT-171703	1	0	1
nuclear-Ath-LysCTT-171704	136	18	20
nuclear-Ath-LysCTT-183733	0	0	0
nuclear-Ath-LysTTT-171707	0	0	0
nuclear-Ath-LysTTT-171712	62	14	5
nuclear-Ath-LysTTT-183734	0	0	0
nuclear-Ath-LysTTT-183735	0	0	0
nuclear-Ath-PheGAA-171718	107	26	31
nuclear-Ath-ProAGG-171737	22	4	8
nuclear-Ath-ProAGG-171738	0	0	0
nuclear-Ath-ProAGG-171743	0	0	0
nuclear-Ath-ProCGG-171739	2	0	7
nuclear-Ath-ProCGG-171760	0	0	0
nuclear-Ath-ProCGG-171761	0	0	5
nuclear-Ath-ProTGG-171741	37	2	12
nuclear-Ath-ProTGG-171744	0	0	0
nuclear-Ath-ProTGG-183741	0	0	0
nuclear-Ath-SerAGA-171812	0	0	4
nuclear-Ath-SerAGA-171813	36	2	21
nuclear-Ath-SerAGA-171814	1	0	1
nuclear-Ath-SerAGA-171815	0	0	0
nuclear-Ath-SerAGA-183750	0	0	0
nuclear-Ath-SerAGA-183759	22	16	4
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	9	1	1
nuclear-Ath-SerCGA-171782	151	41	62
nuclear-Ath-SerCGA-171785	1	0	0
nuclear-Ath-SerCGA-171794	0	0	0
nuclear-Ath-SerGCT-171796	0	0	0
nuclear-Ath-SerGCT-171797	0	0	1
nuclear-Ath-SerGCT-171798	39	12	10
nuclear-Ath-SerGCT-171800	1	0	0
nuclear-Ath-SerGCT-183728	0	0	0
nuclear-Ath-SerGCT-183752	0	0	0
nuclear-Ath-SerGCT-183753	0	0	0
nuclear-Ath-SerTGA-171783	0	0	0
nuclear-Ath-SerTGA-171784	0	0	1
nuclear-Ath-SerTGA-171792	47	14	14
nuclear-Ath-SerTGA-171793	28	3	8
nuclear-Ath-ThrAGT-171722	0	0	3
nuclear-Ath-ThrAGT-171723	20	2	1
nuclear-Ath-ThrAGT-171731	2	0	0
nuclear-Ath-ThrCGT-171709	15	3	2
nuclear-Ath-ThrCGT-171710	0	0	2
nuclear-Ath-ThrCGT-171711	0	0	0
nuclear-Ath-ThrTGT-171700	0	0	0
nuclear-Ath-ThrTGT-171705	40	2	10
nuclear-Ath-ThrTGT-183732	0	0	0
nuclear-Ath-TrpCCA-171732	488	118	185
nuclear-Ath-TrpCCA-171734	552	84	171
nuclear-Ath-TrpCCA-183740	0	0	0
nuclear-Ath-TyrGTA-171663	0	0	1
nuclear-Ath-TyrGTA-171666	25	1	4
nuclear-Ath-TyrGTA-171668	0	0	0
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	0	0	0
nuclear-Ath-TyrGTA-183720	0	0	0
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	1
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	1	0	0
nuclear-Ath-TyrGTA-183727	1	0	0
nuclear-Ath-ValAAC-171778	0	0	1
nuclear-Ath-ValAAC-171779	4	2	7
nuclear-Ath-ValCAC-171807	29	3	7
nuclear-Ath-ValCAC-183758	26	9	7
nuclear-Ath-ValTAC-171767	0	0	0
nuclear-Ath-ValTAC-183729	0	0	0
nuclear-Ath-ValTAC-183746	0	0	0
nuclear-Ath-eMetCAT-171754	130	10	29
nuclear-Ath-iMetCAT-171655	1	0	2
nuclear-Ath-iMetCAT-171658	0	0	1
nuclear-Ath-iMetCAT-171659	33	7	17
nuclear-Ath-iMetCAT-183717	0	0	0
nuclear-Bsu-iMetCAT-99995_cplike	2	2	5
nuclear-Bya-TrpCCA-99992	504	90	207
nuclear-Bya-TrpCTA-99993	54	3	18
nuclear-Osu-iMetCAT-99994_cplike	0	0	0
plastid-Ath-AlaTGC-171845	0	0	0
plastid-Ath-ArgACG-171847	0	0	0
plastid-Ath-ArgTCT-171846	0	0	0
plastid-Ath-AsnGTT-171848	0	0	0
plastid-Ath-AspGTC-171849	0	0	0
plastid-Ath-CysGCA-171850	0	0	0
plastid-Ath-GlnTTG-171851	0	0	0
plastid-Ath-GluTTC-171852	0	0	0
plastid-Ath-GlyGCC-171853	0	0	0
plastid-Ath-GlyTCC-171854	0	0	0
plastid-Ath-HisGTG-171855	0	0	0
plastid-Ath-IleCAT-171856	0	0	0
plastid-Ath-IleGAT-171857	0	0	0
plastid-Ath-LeuCAA-171859	0	0	0
plastid-Ath-LeuTAA-171860	0	0	0
plastid-Ath-LeuTAG-171858	0	0	0
plastid-Ath-LysTTT-171861	0	0	0
plastid-Ath-PheGAA-171864	0	0	0
plastid-Ath-ProTGG-171865	0	0	0
plastid-Ath-SerGCT-171868	0	0	0
plastid-Ath-SerGGA-171866	0	0	0
plastid-Ath-SerTGA-171867	0	0	0
plastid-Ath-ThrGGT-171869	0	0	0
plastid-Ath-ThrTGT-171870	0	0	0
plastid-Ath-TrpCCA-171871	0	0	0
plastid-Ath-TyrGTA-171872	0	0	0
plastid-Ath-ValGAC-171873	0	0	0
plastid-Ath-ValTAC-171874	0	0	0
plastid-Ath-eMetCAT-171862	0	0	0
plastid-Ath-iMetCAT-171863	0	0	0
plastid-Bla-GluTTC-99990	0	0	0
Total	17587	2194	4914
