Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-SerGCT-171797	2	1	1
nuclear-Ath-SerGCT-171798	193	38	85
nuclear-Ath-SerGCT-171800	4	1	0
nuclear-Ath-SerGCT-183728	2	0	0
nuclear-Ath-SerGCT-183752	0	0	0
nuclear-Ath-SerGCT-183753	1	0	0
nuclear-Ath-SerTGA-171783	0	0	1
nuclear-Ath-SerTGA-171784	0	0	1
nuclear-Ath-SerTGA-171792	133	41	44
nuclear-Ath-SerTGA-171793	145	68	63
nuclear-Ath-ThrAGT-171722	0	0	32
nuclear-Ath-ThrAGT-171723	85	15	47
nuclear-Ath-ThrAGT-171731	13	2	6
nuclear-Ath-ThrCGT-171709	109	8	15
nuclear-Ath-ThrCGT-171710	0	0	2
nuclear-Ath-ThrCGT-171711	1	0	2
nuclear-Ath-ThrTGT-171700	0	0	2
nuclear-Ath-ThrTGT-171705	227	19	67
nuclear-Ath-ThrTGT-183732	0	0	1
nuclear-Ath-TrpCCA-171732	2350	527	1088
nuclear-Ath-TrpCCA-171734	2350	494	939
nuclear-Ath-TrpCCA-183740	1	1	0
nuclear-Ath-TyrGTA-171663	8	3	6
nuclear-Ath-TyrGTA-171666	149	5	20
nuclear-Ath-TyrGTA-171668	0	0	4
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	2	0	1
nuclear-Ath-TyrGTA-183720	0	0	0
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	3
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	1
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	6	0	3
nuclear-Ath-ValAAC-171778	0	0	4
nuclear-Ath-ValAAC-171779	22	11	30
nuclear-Ath-ValCAC-171807	161	26	84
nuclear-Ath-ValCAC-183758	127	19	45
nuclear-Ath-ValTAC-171767	0	0	0
nuclear-Ath-ValTAC-183729	0	2	0
nuclear-Ath-ValTAC-183746	0	0	0
nuclear-Ath-eMetCAT-171754	659	104	190
nuclear-Ath-iMetCAT-171655	1	0	10
nuclear-Ath-iMetCAT-171658	3	0	20
nuclear-Ath-iMetCAT-171659	214	35	95
nuclear-Ath-iMetCAT-183717	0	0	0
nuclear-Bsu-iMetCAT-99995_cplike	21	11	6
nuclear-Bya-TrpCCA-99992	2366	579	1009
nuclear-Bya-TrpCTA-99993	180	60	62
nuclear-Osu-iMetCAT-99994_cplike	0	0	0
plastid-Ath-AlaTGC-171845	0	0	0
plastid-Ath-ArgACG-171847	3	0	0
plastid-Ath-ArgTCT-171846	0	0	0
plastid-Ath-AsnGTT-171848	0	0	0
plastid-Ath-AspGTC-171849	0	0	0
plastid-Ath-CysGCA-171850	0	0	0
plastid-Ath-GlnTTG-171851	0	0	0
plastid-Ath-GluTTC-171852	0	0	1
plastid-Ath-GlyGCC-171853	0	0	0
plastid-Ath-GlyTCC-171854	0	0	0
plastid-Ath-HisGTG-171855	0	0	1
plastid-Ath-IleCAT-171856	0	0	0
plastid-Ath-IleGAT-171857	0	0	0
plastid-Ath-LeuCAA-171859	0	0	0
plastid-Ath-LeuTAA-171860	0	0	0
plastid-Ath-LeuTAG-171858	0	0	0
plastid-Ath-LysTTT-171861	0	0	0
plastid-Ath-PheGAA-171864	0	0	0
plastid-Ath-ProTGG-171865	0	0	0
plastid-Ath-SerGCT-171868	0	0	0
plastid-Ath-SerGGA-171866	0	0	0
plastid-Ath-SerTGA-171867	0	0	0
plastid-Ath-ThrGGT-171869	0	0	1
plastid-Ath-ThrTGT-171870	0	0	0
plastid-Ath-TrpCCA-171871	0	0	0
plastid-Ath-TyrGTA-171872	0	0	0
plastid-Ath-ValGAC-171873	0	0	0
plastid-Ath-ValTAC-171874	0	0	0
plastid-Ath-eMetCAT-171862	0	0	0
plastid-Ath-iMetCAT-171863	0	0	4
plastid-Bla-GluTTC-99990	1	0	0
Total	81676	11782	28630
