Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-ThrTGT-183732	1876	1008	3598
nuclear-Ath-TrpCCA-171732	81300	56514	300697
nuclear-Ath-TrpCCA-171734	74968	53201	281437
nuclear-Ath-TrpCCA-183740	29	24	172
nuclear-Ath-TyrGTA-171663	41779	11975	32759
nuclear-Ath-TyrGTA-171666	3486	1288	1984
nuclear-Ath-TyrGTA-171668	3	0	130
nuclear-Ath-TyrGTA-183718	0	0	3
nuclear-Ath-TyrGTA-183719	8202	2406	4346
nuclear-Ath-TyrGTA-183720	0	0	32
nuclear-Ath-TyrGTA-183721	0	0	1
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	162
nuclear-Ath-TyrGTA-183724	2	1	133
nuclear-Ath-TyrGTA-183725	2	2	115
nuclear-Ath-TyrGTA-183726	1	0	0
nuclear-Ath-TyrGTA-183727	0	0	6
nuclear-Ath-ValAAC-171778	7	4	335
nuclear-Ath-ValAAC-171779	22263	15670	143233
nuclear-Ath-ValCAC-171807	11936	5725	25019
nuclear-Ath-ValCAC-183758	8237	4124	17034
nuclear-Ath-ValTAC-171767	383	238	885
nuclear-Ath-ValTAC-183729	0	0	0
nuclear-Ath-ValTAC-183746	0	0	5
nuclear-Ath-eMetCAT-171754	13445	7537	33152
nuclear-Ath-iMetCAT-171655	2474	1344	3544
nuclear-Ath-iMetCAT-171658	980	224	2680
nuclear-Ath-iMetCAT-171659	795	596	2973
nuclear-Ath-iMetCAT-183717	100	104	142
nuclear-Bsu-iMetCAT-99995_cplike	0	0	0
nuclear-Bya-TrpCCA-99992	81704	56870	302078
nuclear-Bya-TrpCTA-99993	0	1	19
nuclear-Osu-iMetCAT-99994_cplike	585	263	893
plastid-Ath-AlaTGC-171845	0	0	1
plastid-Ath-ArgACG-171847	0	0	1
plastid-Ath-ArgTCT-171846	0	0	0
plastid-Ath-AsnGTT-171848	0	0	1
plastid-Ath-AspGTC-171849	0	1	0
plastid-Ath-CysGCA-171850	0	0	0
plastid-Ath-GlnTTG-171851	0	0	0
plastid-Ath-GluTTC-171852	1	0	0
plastid-Ath-GlyGCC-171853	0	0	0
plastid-Ath-GlyTCC-171854	0	0	0
plastid-Ath-HisGTG-171855	0	0	1
plastid-Ath-IleCAT-171856	0	0	0
plastid-Ath-IleGAT-171857	0	0	0
plastid-Ath-LeuCAA-171859	0	0	0
plastid-Ath-LeuTAA-171860	0	0	0
plastid-Ath-LeuTAG-171858	0	0	0
plastid-Ath-LysTTT-171861	0	0	0
plastid-Ath-PheGAA-171864	1	3	1
plastid-Ath-ProTGG-171865	0	0	0
plastid-Ath-SerGCT-171868	0	1	0
plastid-Ath-SerGGA-171866	0	0	0
plastid-Ath-SerTGA-171867	0	0	1
plastid-Ath-ThrGGT-171869	0	0	0
plastid-Ath-ThrTGT-171870	0	0	0
plastid-Ath-TrpCCA-171871	0	0	0
plastid-Ath-TyrGTA-171872	0	0	0
plastid-Ath-ValGAC-171873	0	0	0
plastid-Ath-ValTAC-171874	0	0	0
plastid-Ath-eMetCAT-171862	0	0	0
plastid-Ath-iMetCAT-171863	0	0	0
plastid-Bla-GluTTC-99990	0	0	0
Total	2052971	996649	4295672
