Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-ArgTCT-171717	36	11	15
nuclear-Ath-ArgTCT-183731	0	0	0
nuclear-Ath-AsnGTT-171725	164	35	47
nuclear-Ath-AsnGTT-171727	1124	245	443
nuclear-Ath-AsnGTT-171729	2	0	11
nuclear-Ath-AsnGTT-183736	2	0	0
nuclear-Ath-AsnGTT-183737	0	0	0
nuclear-Ath-AsnGTT-183738	37	14	55
nuclear-Ath-AsnGTT-183739	1	0	11
nuclear-Ath-AspGTC-171804	3470	707	1169
nuclear-Ath-AspGTC-183754	3	0	0
nuclear-Ath-AspGTC-183755	0	0	0
nuclear-Ath-AspGTC-183756	0	3	591
nuclear-Ath-AspGTC-183757	1	0	45
nuclear-Ath-CysGCA-171684	0	0	0
nuclear-Ath-CysGCA-171742	2	2	2
nuclear-Ath-CysGCA-171756	0	0	0
nuclear-Ath-CysGCA-171757	1348	175	658
nuclear-Ath-CysGCA-171758	0	0	0
nuclear-Ath-CysGCA-171759	3	0	16
nuclear-Ath-CysGCA-171762	1	0	0
nuclear-Ath-CysGCA-183716	0	0	0
nuclear-Ath-CysGCA-183742	9	1	3
nuclear-Ath-CysGCA-183745	0	0	0
nuclear-Ath-GlnCTG-171763	255	10	93
nuclear-Ath-GlnCTG-171765	47	1	51
nuclear-Ath-GlnCTG-171773	1	1	0
nuclear-Ath-GlnCTG-171774	97	7	10
nuclear-Ath-GlnCTG-171775	371	30	186
nuclear-Ath-GlnTTG-171777	176	27	50
nuclear-Ath-GlnTTG-183749	0	0	0
nuclear-Ath-GluCTC-171821	0	0	8
nuclear-Ath-GluCTC-171824	356	23	173
nuclear-Ath-GluCTC-171825	307	29	96
nuclear-Ath-GluCTC-183765	1	0	3
nuclear-Ath-GluTTC-171820	12	0	22
nuclear-Ath-GluTTC-171822	10	0	20
nuclear-Ath-GluTTC-171826	4746	406	1688
nuclear-Ath-GluTTC-183764	13	0	48
nuclear-Ath-GlyCCC-171713	8377	1402	4526
nuclear-Ath-GlyGCC-171688	33	4	6
nuclear-Ath-GlyGCC-171690	10	0	67
nuclear-Ath-GlyGCC-171691	4153	776	1519
nuclear-Ath-GlyGCC-171692	132	16	24
nuclear-Ath-GlyGCC-183730	0	0	0
nuclear-Ath-GlyTCC-171720	912	174	810
nuclear-Ath-HisGTG-171768	532	86	590
nuclear-Ath-HisGTG-171770	480	80	319
nuclear-Ath-HisGTG-183747	1	0	2
nuclear-Ath-HisGTG-183748	0	0	0
nuclear-Ath-IleAAT-171735	2790	592	1529
nuclear-Ath-IleAAT-171736	3	0	28
nuclear-Ath-IleTAT-171721	0	0	27
nuclear-Ath-IleTAT-171764	697	234	727
nuclear-Ath-LeuAAG-171816	1532	302	533
nuclear-Ath-LeuAAG-171817	1625	336	689
nuclear-Ath-LeuCAA-171786	546	101	306
nuclear-Ath-LeuCAA-171787	1593	306	390
nuclear-Ath-LeuCAA-171789	3702	719	605
nuclear-Ath-LeuCAA-171790	0	1	1
nuclear-Ath-LeuCAA-183751	0	0	28
nuclear-Ath-LeuCAG-171781	3748	804	771
nuclear-Ath-LeuTAA-171698	164	47	63
nuclear-Ath-LeuTAA-171699	169	42	51
nuclear-Ath-LeuTAA-171791	52	10	67
nuclear-Ath-LeuTAG-171673	13	0	2
nuclear-Ath-LeuTAG-171675	1104	206	327
nuclear-Ath-LeuTAG-171685	907	184	320
nuclear-Ath-LysCTT-171703	21	10	12
nuclear-Ath-LysCTT-171704	2379	349	482
nuclear-Ath-LysCTT-183733	6	0	2
nuclear-Ath-LysTTT-171707	5	0	10
nuclear-Ath-LysTTT-171712	782	106	100
nuclear-Ath-LysTTT-183734	0	0	0
nuclear-Ath-LysTTT-183735	0	0	1
nuclear-Ath-PheGAA-171718	945	275	457
nuclear-Ath-ProAGG-171737	1147	100	349
nuclear-Ath-ProAGG-171738	1	0	4
nuclear-Ath-ProAGG-171743	1	0	17
nuclear-Ath-ProCGG-171739	382	44	98
nuclear-Ath-ProCGG-171760	0	0	0
nuclear-Ath-ProCGG-171761	4	5	38
nuclear-Ath-ProTGG-171741	1482	149	439
nuclear-Ath-ProTGG-171744	2	0	32
nuclear-Ath-ProTGG-183741	1	0	32
nuclear-Ath-SerAGA-171812	6	3	46
nuclear-Ath-SerAGA-171813	630	189	707
nuclear-Ath-SerAGA-171814	3	1	4
nuclear-Ath-SerAGA-171815	0	1	3
nuclear-Ath-SerAGA-183750	1	3	6
nuclear-Ath-SerAGA-183759	310	96	190
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	112	28	17
nuclear-Ath-SerCGA-171782	2843	1187	1779
nuclear-Ath-SerCGA-171785	0	0	0
nuclear-Ath-SerCGA-171794	1	0	1
nuclear-Ath-SerGCT-171796	1	0	0
nuclear-Ath-SerGCT-171797	0	0	2
nuclear-Ath-SerGCT-171798	1023	179	359
nuclear-Ath-SerGCT-171800	7	0	0
nuclear-Ath-SerGCT-183728	0	0	1
nuclear-Ath-SerGCT-183752	0	0	0
nuclear-Ath-SerGCT-183753	15	3	0
nuclear-Ath-SerTGA-171783	0	0	0
nuclear-Ath-SerTGA-171784	1	0	11
nuclear-Ath-SerTGA-171792	673	227	202
nuclear-Ath-SerTGA-171793	964	413	438
nuclear-Ath-ThrAGT-171722	0	0	78
nuclear-Ath-ThrAGT-171723	370	88	226
nuclear-Ath-ThrAGT-171731	73	16	24
nuclear-Ath-ThrCGT-171709	843	78	69
nuclear-Ath-ThrCGT-171710	0	0	5
nuclear-Ath-ThrCGT-171711	0	1	3
nuclear-Ath-ThrTGT-171700	4	1	3
nuclear-Ath-ThrTGT-171705	838	139	300
nuclear-Ath-ThrTGT-183732	0	0	0
nuclear-Ath-TrpCCA-171732	7810	1741	3483
nuclear-Ath-TrpCCA-171734	7393	1585	3402
nuclear-Ath-TrpCCA-183740	3	2	1
nuclear-Ath-TyrGTA-171663	41	9	6
nuclear-Ath-TyrGTA-171666	579	78	85
nuclear-Ath-TyrGTA-171668	0	0	8
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	13	6	5
nuclear-Ath-TyrGTA-183720	0	0	0
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	6
nuclear-Ath-TyrGTA-183724	0	0	2
nuclear-Ath-TyrGTA-183725	0	0	5
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	22	2	19
nuclear-Ath-ValAAC-171778	0	0	3
nuclear-Ath-ValAAC-171779	160	28	125
nuclear-Ath-ValCAC-171807	706	112	313
nuclear-Ath-ValCAC-183758	459	83	159
nuclear-Ath-ValTAC-171767	0	0	4
nuclear-Ath-ValTAC-183729	0	0	0
nuclear-Ath-ValTAC-183746	0	0	0
nuclear-Ath-eMetCAT-171754	2641	427	867
nuclear-Ath-iMetCAT-171655	5	7	37
nuclear-Ath-iMetCAT-171658	0	0	88
nuclear-Ath-iMetCAT-171659	1239	158	490
nuclear-Ath-iMetCAT-183717	0	0	1
nuclear-Bsu-iMetCAT-99995_cplike	143	63	55
nuclear-Bya-TrpCCA-99992	7802	1711	3532
nuclear-Bya-TrpCTA-99993	810	117	244
nuclear-Osu-iMetCAT-99994_cplike	0	0	0
plastid-Ath-AlaTGC-171845	0	0	9
plastid-Ath-ArgACG-171847	13	2	20
plastid-Ath-ArgTCT-171846	1	0	0
plastid-Ath-AsnGTT-171848	4	0	1
plastid-Ath-AspGTC-171849	4	3	13
plastid-Ath-CysGCA-171850	5	0	0
plastid-Ath-GlnTTG-171851	0	0	1
plastid-Ath-GluTTC-171852	17	0	10
plastid-Ath-GlyGCC-171853	5	0	0
plastid-Ath-GlyTCC-171854	2	0	0
plastid-Ath-HisGTG-171855	4	0	1
plastid-Ath-IleCAT-171856	0	0	3
plastid-Ath-IleGAT-171857	0	0	4
plastid-Ath-LeuCAA-171859	3	3	0
plastid-Ath-LeuTAA-171860	1	1	2
plastid-Ath-LeuTAG-171858	0	1	0
plastid-Ath-LysTTT-171861	0	0	3
plastid-Ath-PheGAA-171864	0	0	2
plastid-Ath-ProTGG-171865	1	1	0
plastid-Ath-SerGCT-171868	0	0	2
plastid-Ath-SerGGA-171866	3	0	2
plastid-Ath-SerTGA-171867	1	0	0
plastid-Ath-ThrGGT-171869	2	0	0
plastid-Ath-ThrTGT-171870	0	0	0
plastid-Ath-TrpCCA-171871	4	0	2
plastid-Ath-TyrGTA-171872	10	8	0
plastid-Ath-ValGAC-171873	0	0	0
plastid-Ath-ValTAC-171874	0	0	1
plastid-Ath-eMetCAT-171862	0	0	1
plastid-Ath-iMetCAT-171863	0	0	2
plastid-Bla-GluTTC-99990	5	0	9
Total	360162	51226	136488
