Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-LeuCAG-171781	52710	29182	100729
nuclear-Ath-LeuTAA-171698	4655	1874	5217
nuclear-Ath-LeuTAA-171699	2772	1039	2891
nuclear-Ath-LeuTAA-171791	67	24	50
nuclear-Ath-LeuTAG-171673	16	11	38
nuclear-Ath-LeuTAG-171675	38601	30108	116840
nuclear-Ath-LeuTAG-171685	33769	26844	107712
nuclear-Ath-LysCTT-171703	1463	721	2264
nuclear-Ath-LysCTT-171704	157810	68719	92417
nuclear-Ath-LysCTT-183733	48	24	835
nuclear-Ath-LysTTT-171707	76	39	57
nuclear-Ath-LysTTT-171712	5509	1941	3848
nuclear-Ath-LysTTT-183734	64	19	33
nuclear-Ath-LysTTT-183735	0	0	4
nuclear-Ath-PheGAA-171718	16674	12067	25396
nuclear-Ath-ProAGG-171737	33170	5491	22986
nuclear-Ath-ProAGG-171738	0	0	683
nuclear-Ath-ProAGG-171743	96	18	609
nuclear-Ath-ProCGG-171739	7933	1375	9418
nuclear-Ath-ProCGG-171760	0	0	0
nuclear-Ath-ProCGG-171761	852	212	1009
nuclear-Ath-ProTGG-171741	8294	1574	8678
nuclear-Ath-ProTGG-171744	30896	6075	21958
nuclear-Ath-ProTGG-183741	2539	649	3165
nuclear-Ath-SerAGA-171812	11	18	1626
nuclear-Ath-SerAGA-171813	3756	3394	37102
nuclear-Ath-SerAGA-171814	95	155	587
nuclear-Ath-SerAGA-171815	664	456	3380
nuclear-Ath-SerAGA-183750	14	11	39
nuclear-Ath-SerAGA-183759	773	806	7973
nuclear-Ath-SerAGA-183760	0	0	1
nuclear-Ath-SerAGA-183761	0	0	3
nuclear-Ath-SerAGA-183762	204	154	1571
nuclear-Ath-SerCGA-171782	14105	16731	40757
nuclear-Ath-SerCGA-171785	0	0	0
nuclear-Ath-SerCGA-171794	27	24	10
nuclear-Ath-SerGCT-171796	51	24	125
nuclear-Ath-SerGCT-171797	8	49	131
nuclear-Ath-SerGCT-171798	48415	31068	67578
nuclear-Ath-SerGCT-171800	1064	545	864
nuclear-Ath-SerGCT-183728	0	0	0
nuclear-Ath-SerGCT-183752	26	21	13
nuclear-Ath-SerGCT-183753	12	11	32
nuclear-Ath-SerTGA-171783	2	7	25
nuclear-Ath-SerTGA-171784	0	0	0
nuclear-Ath-SerTGA-171792	7050	10582	24748
nuclear-Ath-SerTGA-171793	74	47	55
nuclear-Ath-ThrAGT-171722	6	2	44
nuclear-Ath-ThrAGT-171723	0	4	31
nuclear-Ath-ThrAGT-171731	6457	3809	11678
nuclear-Ath-ThrCGT-171709	93129	47925	77368
nuclear-Ath-ThrCGT-171710	0	0	137
nuclear-Ath-ThrCGT-171711	64	42	110
nuclear-Ath-ThrTGT-171700	2679	1759	6026
nuclear-Ath-ThrTGT-171705	5975	3221	10319
nuclear-Ath-ThrTGT-183732	2598	1701	5748
nuclear-Ath-TrpCCA-171732	103720	73069	354576
nuclear-Ath-TrpCCA-171734	96087	68338	343208
nuclear-Ath-TrpCCA-183740	45	34	205
nuclear-Ath-TyrGTA-171663	47782	15898	42046
nuclear-Ath-TyrGTA-171666	4343	1868	2508
nuclear-Ath-TyrGTA-171668	5	1	153
nuclear-Ath-TyrGTA-183718	0	0	11
nuclear-Ath-TyrGTA-183719	9104	3129	5569
nuclear-Ath-TyrGTA-183720	1	1	40
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	173
nuclear-Ath-TyrGTA-183724	4	0	123
nuclear-Ath-TyrGTA-183725	6	0	111
nuclear-Ath-TyrGTA-183726	3	5	1
nuclear-Ath-TyrGTA-183727	3	0	1
nuclear-Ath-ValAAC-171778	3	5	331
nuclear-Ath-ValAAC-171779	26336	21674	200402
nuclear-Ath-ValCAC-171807	15131	8473	35066
nuclear-Ath-ValCAC-183758	10078	5785	23635
nuclear-Ath-ValTAC-171767	517	339	1309
nuclear-Ath-ValTAC-183729	0	0	1
nuclear-Ath-ValTAC-183746	0	0	6
nuclear-Ath-eMetCAT-171754	16221	10737	48310
nuclear-Ath-iMetCAT-171655	3301	1873	4032
nuclear-Ath-iMetCAT-171658	1396	289	2795
nuclear-Ath-iMetCAT-171659	1146	954	3152
nuclear-Ath-iMetCAT-183717	117	148	204
nuclear-Bsu-iMetCAT-99995_cplike	0	0	0
nuclear-Bya-TrpCCA-99992	103207	74163	362925
nuclear-Bya-TrpCTA-99993	2	1	12
nuclear-Osu-iMetCAT-99994_cplike	587	218	966
plastid-Ath-AlaTGC-171845	0	0	0
plastid-Ath-ArgACG-171847	0	0	0
plastid-Ath-ArgTCT-171846	0	0	0
plastid-Ath-AsnGTT-171848	1	0	0
plastid-Ath-AspGTC-171849	0	0	0
plastid-Ath-CysGCA-171850	0	1	0
plastid-Ath-GlnTTG-171851	0	0	0
plastid-Ath-GluTTC-171852	0	3	1
plastid-Ath-GlyGCC-171853	0	0	1
plastid-Ath-GlyTCC-171854	0	0	0
plastid-Ath-HisGTG-171855	0	0	0
plastid-Ath-IleCAT-171856	0	0	0
plastid-Ath-IleGAT-171857	0	0	0
plastid-Ath-LeuCAA-171859	0	0	0
plastid-Ath-LeuTAA-171860	0	0	1
plastid-Ath-LeuTAG-171858	1	0	0
plastid-Ath-LysTTT-171861	0	1	0
plastid-Ath-PheGAA-171864	1	0	0
plastid-Ath-ProTGG-171865	0	1	0
plastid-Ath-SerGCT-171868	0	0	0
plastid-Ath-SerGGA-171866	0	0	0
plastid-Ath-SerTGA-171867	0	0	0
plastid-Ath-ThrGGT-171869	0	0	0
plastid-Ath-ThrTGT-171870	0	0	0
plastid-Ath-TrpCCA-171871	0	0	0
plastid-Ath-TyrGTA-171872	0	0	0
plastid-Ath-ValGAC-171873	0	0	0
plastid-Ath-ValTAC-171874	0	0	0
plastid-Ath-eMetCAT-171862	0	0	0
plastid-Ath-iMetCAT-171863	0	0	1
plastid-Bla-GluTTC-99990	0	0	0
Total	2586045	1424377	5763266
