Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-ProAGG-171738	0	0	0
nuclear-Ath-ProAGG-171743	0	0	0
nuclear-Ath-ProCGG-171739	0	0	0
nuclear-Ath-ProCGG-171760	0	0	0
nuclear-Ath-ProCGG-171761	0	0	0
nuclear-Ath-ProTGG-171741	2	0	0
nuclear-Ath-ProTGG-171744	0	0	0
nuclear-Ath-ProTGG-183741	0	0	0
nuclear-Ath-SerAGA-171812	0	0	0
nuclear-Ath-SerAGA-171813	2	1	2
nuclear-Ath-SerAGA-171814	0	0	0
nuclear-Ath-SerAGA-171815	0	0	0
nuclear-Ath-SerAGA-183750	0	0	0
nuclear-Ath-SerAGA-183759	3	0	1
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	0	0	0
nuclear-Ath-SerCGA-171782	8	1	4
nuclear-Ath-SerCGA-171785	0	0	0
nuclear-Ath-SerCGA-171794	0	0	0
nuclear-Ath-SerGCT-171796	0	0	0
nuclear-Ath-SerGCT-171797	0	0	0
nuclear-Ath-SerGCT-171798	1	0	0
nuclear-Ath-SerGCT-171800	0	0	0
nuclear-Ath-SerGCT-183728	0	0	0
nuclear-Ath-SerGCT-183752	0	0	0
nuclear-Ath-SerGCT-183753	0	0	0
nuclear-Ath-SerTGA-171783	0	0	0
nuclear-Ath-SerTGA-171784	0	0	0
nuclear-Ath-SerTGA-171792	1	1	0
nuclear-Ath-SerTGA-171793	0	1	0
nuclear-Ath-ThrAGT-171722	0	0	0
nuclear-Ath-ThrAGT-171723	1	0	0
nuclear-Ath-ThrAGT-171731	0	0	0
nuclear-Ath-ThrCGT-171709	1	0	0
nuclear-Ath-ThrCGT-171710	0	0	0
nuclear-Ath-ThrCGT-171711	0	0	0
nuclear-Ath-ThrTGT-171700	0	0	0
nuclear-Ath-ThrTGT-171705	1	1	0
nuclear-Ath-ThrTGT-183732	0	0	0
nuclear-Ath-TrpCCA-171732	37	5	17
nuclear-Ath-TrpCCA-171734	25	7	17
nuclear-Ath-TrpCCA-183740	0	0	0
nuclear-Ath-TyrGTA-171663	0	0	0
nuclear-Ath-TyrGTA-171666	2	0	1
nuclear-Ath-TyrGTA-171668	0	0	0
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	0	0	0
nuclear-Ath-TyrGTA-183720	0	0	0
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	0
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	0	0
nuclear-Ath-ValAAC-171778	0	0	0
nuclear-Ath-ValAAC-171779	0	0	0
nuclear-Ath-ValCAC-171807	0	0	1
nuclear-Ath-ValCAC-183758	1	0	0
nuclear-Ath-ValTAC-171767	0	0	0
nuclear-Ath-ValTAC-183729	0	0	0
nuclear-Ath-ValTAC-183746	0	0	0
nuclear-Ath-eMetCAT-171754	4	0	6
nuclear-Ath-iMetCAT-171655	0	0	0
nuclear-Ath-iMetCAT-171658	0	0	0
nuclear-Ath-iMetCAT-171659	1	0	1
nuclear-Ath-iMetCAT-183717	0	0	0
nuclear-Bsu-iMetCAT-99995_cplike	0	0	0
nuclear-Bya-TrpCCA-99992	31	7	21
nuclear-Bya-TrpCTA-99993	3	0	0
nuclear-Osu-iMetCAT-99994_cplike	0	0	0
plastid-Ath-AlaTGC-171845	0	0	0
plastid-Ath-ArgACG-171847	0	0	0
plastid-Ath-ArgTCT-171846	0	0	0
plastid-Ath-AsnGTT-171848	0	0	0
plastid-Ath-AspGTC-171849	0	0	0
plastid-Ath-CysGCA-171850	0	0	0
plastid-Ath-GlnTTG-171851	0	0	0
plastid-Ath-GluTTC-171852	0	0	0
plastid-Ath-GlyGCC-171853	0	0	0
plastid-Ath-GlyTCC-171854	0	0	0
plastid-Ath-HisGTG-171855	0	0	0
plastid-Ath-IleCAT-171856	0	0	0
plastid-Ath-IleGAT-171857	0	0	0
plastid-Ath-LeuCAA-171859	0	0	0
plastid-Ath-LeuTAA-171860	0	0	0
plastid-Ath-LeuTAG-171858	0	0	0
plastid-Ath-LysTTT-171861	0	0	0
plastid-Ath-PheGAA-171864	0	0	0
plastid-Ath-ProTGG-171865	0	0	0
plastid-Ath-SerGCT-171868	0	0	0
plastid-Ath-SerGGA-171866	0	0	0
plastid-Ath-SerTGA-171867	0	0	0
plastid-Ath-ThrGGT-171869	0	0	0
plastid-Ath-ThrTGT-171870	0	0	0
plastid-Ath-TrpCCA-171871	0	0	0
plastid-Ath-TyrGTA-171872	0	0	0
plastid-Ath-ValGAC-171873	0	0	0
plastid-Ath-ValTAC-171874	0	0	0
plastid-Ath-eMetCAT-171862	0	0	0
plastid-Ath-iMetCAT-171863	0	0	0
plastid-Bla-GluTTC-99990	0	0	0
Total	1150	132	363
