Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-AsnGTT-183737	0	0	0
nuclear-Ath-AsnGTT-183738	7	0	0
nuclear-Ath-AsnGTT-183739	0	0	0
nuclear-Ath-AspGTC-171804	270	31	109
nuclear-Ath-AspGTC-183754	0	0	0
nuclear-Ath-AspGTC-183755	0	0	0
nuclear-Ath-AspGTC-183756	1	0	61
nuclear-Ath-AspGTC-183757	0	0	2
nuclear-Ath-CysGCA-171684	0	0	0
nuclear-Ath-CysGCA-171742	0	0	1
nuclear-Ath-CysGCA-171756	0	0	0
nuclear-Ath-CysGCA-171757	51	4	41
nuclear-Ath-CysGCA-171758	0	0	0
nuclear-Ath-CysGCA-171759	0	0	1
nuclear-Ath-CysGCA-171762	0	0	0
nuclear-Ath-CysGCA-183716	0	0	0
nuclear-Ath-CysGCA-183742	0	0	0
nuclear-Ath-CysGCA-183745	0	0	0
nuclear-Ath-GlnCTG-171763	17	2	10
nuclear-Ath-GlnCTG-171765	1	1	8
nuclear-Ath-GlnCTG-171773	0	0	0
nuclear-Ath-GlnCTG-171774	5	0	4
nuclear-Ath-GlnCTG-171775	13	0	9
nuclear-Ath-GlnTTG-171777	9	1	0
nuclear-Ath-GlnTTG-183749	0	0	0
nuclear-Ath-GluCTC-171821	0	0	0
nuclear-Ath-GluCTC-171824	7	4	7
nuclear-Ath-GluCTC-171825	8	0	3
nuclear-Ath-GluCTC-183765	0	0	2
nuclear-Ath-GluTTC-171820	0	0	5
nuclear-Ath-GluTTC-171822	1	0	0
nuclear-Ath-GluTTC-171826	234	9	74
nuclear-Ath-GluTTC-183764	0	0	2
nuclear-Ath-GlyCCC-171713	535	95	447
nuclear-Ath-GlyGCC-171688	0	0	0
nuclear-Ath-GlyGCC-171690	1	0	2
nuclear-Ath-GlyGCC-171691	327	42	79
nuclear-Ath-GlyGCC-171692	9	2	10
nuclear-Ath-GlyGCC-183730	0	0	0
nuclear-Ath-GlyTCC-171720	48	9	39
nuclear-Ath-HisGTG-171768	43	7	46
nuclear-Ath-HisGTG-171770	34	1	25
nuclear-Ath-HisGTG-183747	1	0	0
nuclear-Ath-HisGTG-183748	0	0	0
nuclear-Ath-IleAAT-171735	370	61	189
nuclear-Ath-IleAAT-171736	0	0	3
nuclear-Ath-IleTAT-171721	0	0	1
nuclear-Ath-IleTAT-171764	23	4	14
nuclear-Ath-LeuAAG-171816	220	40	76
nuclear-Ath-LeuAAG-171817	198	42	82
nuclear-Ath-LeuCAA-171786	40	6	36
nuclear-Ath-LeuCAA-171787	140	32	39
nuclear-Ath-LeuCAA-171789	207	53	41
nuclear-Ath-LeuCAA-171790	0	0	0
nuclear-Ath-LeuCAA-183751	0	0	2
nuclear-Ath-LeuCAG-171781	542	105	139
nuclear-Ath-LeuTAA-171698	15	2	3
nuclear-Ath-LeuTAA-171699	20	4	3
nuclear-Ath-LeuTAA-171791	1	0	1
nuclear-Ath-LeuTAG-171673	0	0	0
nuclear-Ath-LeuTAG-171675	109	30	51
nuclear-Ath-LeuTAG-171685	110	32	28
nuclear-Ath-LysCTT-171703	0	0	1
nuclear-Ath-LysCTT-171704	213	30	39
nuclear-Ath-LysCTT-183733	1	0	1
nuclear-Ath-LysTTT-171707	0	0	0
nuclear-Ath-LysTTT-171712	94	10	23
nuclear-Ath-LysTTT-183734	1	0	0
nuclear-Ath-LysTTT-183735	0	0	0
nuclear-Ath-PheGAA-171718	73	18	29
nuclear-Ath-ProAGG-171737	43	3	16
nuclear-Ath-ProAGG-171738	0	0	1
nuclear-Ath-ProAGG-171743	0	0	1
nuclear-Ath-ProCGG-171739	19	2	6
nuclear-Ath-ProCGG-171760	0	0	0
nuclear-Ath-ProCGG-171761	0	0	3
nuclear-Ath-ProTGG-171741	63	15	23
nuclear-Ath-ProTGG-171744	0	0	1
nuclear-Ath-ProTGG-183741	0	0	1
nuclear-Ath-SerAGA-171812	2	0	3
nuclear-Ath-SerAGA-171813	68	24	56
nuclear-Ath-SerAGA-171814	0	1	0
nuclear-Ath-SerAGA-171815	0	0	0
nuclear-Ath-SerAGA-183750	0	0	0
nuclear-Ath-SerAGA-183759	22	5	14
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	16	4	4
nuclear-Ath-SerCGA-171782	185	44	94
nuclear-Ath-SerCGA-171785	0	0	0
nuclear-Ath-SerCGA-171794	1	0	0
nuclear-Ath-SerGCT-171796	2	0	0
nuclear-Ath-SerGCT-171797	0	0	1
nuclear-Ath-SerGCT-171798	73	9	20
nuclear-Ath-SerGCT-171800	0	0	0
nuclear-Ath-SerGCT-183728	0	0	0
nuclear-Ath-SerGCT-183752	0	0	0
nuclear-Ath-SerGCT-183753	0	0	0
nuclear-Ath-SerTGA-171783	0	0	0
nuclear-Ath-SerTGA-171784	0	0	0
nuclear-Ath-SerTGA-171792	54	7	20
nuclear-Ath-SerTGA-171793	28	5	25
nuclear-Ath-ThrAGT-171722	0	0	5
nuclear-Ath-ThrAGT-171723	22	7	9
nuclear-Ath-ThrAGT-171731	5	0	1
nuclear-Ath-ThrCGT-171709	44	3	0
nuclear-Ath-ThrCGT-171710	0	0	0
nuclear-Ath-ThrCGT-171711	0	0	0
nuclear-Ath-ThrTGT-171700	0	0	1
nuclear-Ath-ThrTGT-171705	73	17	22
nuclear-Ath-ThrTGT-183732	0	0	0
nuclear-Ath-TrpCCA-171732	958	214	468
nuclear-Ath-TrpCCA-171734	908	208	396
nuclear-Ath-TrpCCA-183740	0	0	1
nuclear-Ath-TyrGTA-171663	2	0	0
nuclear-Ath-TyrGTA-171666	71	12	9
nuclear-Ath-TyrGTA-171668	0	0	2
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	2	1	0
nuclear-Ath-TyrGTA-183720	0	0	0
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	2
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	0	0
nuclear-Ath-ValAAC-171778	0	0	1
nuclear-Ath-ValAAC-171779	18	2	21
nuclear-Ath-ValCAC-171807	53	15	18
nuclear-Ath-ValCAC-183758	35	10	14
nuclear-Ath-ValTAC-171767	0	0	0
nuclear-Ath-ValTAC-183729	0	0	0
nuclear-Ath-ValTAC-183746	0	0	0
nuclear-Ath-eMetCAT-171754	188	44	62
nuclear-Ath-iMetCAT-171655	0	0	9
nuclear-Ath-iMetCAT-171658	0	0	2
nuclear-Ath-iMetCAT-171659	55	2	27
nuclear-Ath-iMetCAT-183717	0	0	0
nuclear-Bsu-iMetCAT-99995_cplike	8	4	5
nuclear-Bya-TrpCCA-99992	944	212	463
nuclear-Bya-TrpCTA-99993	59	8	29
nuclear-Osu-iMetCAT-99994_cplike	0	0	0
plastid-Ath-AlaTGC-171845	1	0	0
plastid-Ath-ArgACG-171847	0	0	0
plastid-Ath-ArgTCT-171846	0	0	0
plastid-Ath-AsnGTT-171848	1	0	0
plastid-Ath-AspGTC-171849	0	0	0
plastid-Ath-CysGCA-171850	0	0	0
plastid-Ath-GlnTTG-171851	0	0	0
plastid-Ath-GluTTC-171852	0	0	0
plastid-Ath-GlyGCC-171853	0	0	0
plastid-Ath-GlyTCC-171854	0	0	0
plastid-Ath-HisGTG-171855	0	0	0
plastid-Ath-IleCAT-171856	0	0	0
plastid-Ath-IleGAT-171857	0	0	0
plastid-Ath-LeuCAA-171859	0	0	0
plastid-Ath-LeuTAA-171860	0	0	0
plastid-Ath-LeuTAG-171858	0	0	0
plastid-Ath-LysTTT-171861	0	0	0
plastid-Ath-PheGAA-171864	0	0	0
plastid-Ath-ProTGG-171865	0	0	0
plastid-Ath-SerGCT-171868	0	0	0
plastid-Ath-SerGGA-171866	0	0	0
plastid-Ath-SerTGA-171867	0	0	0
plastid-Ath-ThrGGT-171869	0	0	0
plastid-Ath-ThrTGT-171870	0	0	0
plastid-Ath-TrpCCA-171871	0	0	0
plastid-Ath-TyrGTA-171872	0	0	0
plastid-Ath-ValGAC-171873	0	0	0
plastid-Ath-ValTAC-171874	0	0	0
plastid-Ath-eMetCAT-171862	0	0	0
plastid-Ath-iMetCAT-171863	0	0	0
plastid-Bla-GluTTC-99990	0	1	0
Total	32080	4396	11300
