Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-GlyGCC-171688	17	2	1
nuclear-Ath-GlyGCC-171690	5	2	25
nuclear-Ath-GlyGCC-171691	2156	380	612
nuclear-Ath-GlyGCC-171692	45	11	5
nuclear-Ath-GlyGCC-183730	0	0	0
nuclear-Ath-GlyTCC-171720	541	103	279
nuclear-Ath-HisGTG-171768	353	85	355
nuclear-Ath-HisGTG-171770	329	70	217
nuclear-Ath-HisGTG-183747	3	0	1
nuclear-Ath-HisGTG-183748	0	0	0
nuclear-Ath-IleAAT-171735	3156	633	1544
nuclear-Ath-IleAAT-171736	1	1	10
nuclear-Ath-IleTAT-171721	0	0	3
nuclear-Ath-IleTAT-171764	192	53	138
nuclear-Ath-LeuAAG-171816	1645	277	498
nuclear-Ath-LeuAAG-171817	1704	282	543
nuclear-Ath-LeuCAA-171786	133	34	97
nuclear-Ath-LeuCAA-171787	968	160	184
nuclear-Ath-LeuCAA-171789	1777	331	220
nuclear-Ath-LeuCAA-171790	0	0	0
nuclear-Ath-LeuCAA-183751	0	0	5
nuclear-Ath-LeuCAG-171781	3713	711	686
nuclear-Ath-LeuTAA-171698	106	19	24
nuclear-Ath-LeuTAA-171699	105	17	14
nuclear-Ath-LeuTAA-171791	20	0	26
nuclear-Ath-LeuTAG-171673	0	0	0
nuclear-Ath-LeuTAG-171675	733	177	196
nuclear-Ath-LeuTAG-171685	642	152	165
nuclear-Ath-LysCTT-171703	16	5	5
nuclear-Ath-LysCTT-171704	2555	343	520
nuclear-Ath-LysCTT-183733	3	1	2
nuclear-Ath-LysTTT-171707	1	0	1
nuclear-Ath-LysTTT-171712	904	106	81
nuclear-Ath-LysTTT-183734	1	0	0
nuclear-Ath-LysTTT-183735	0	0	0
nuclear-Ath-PheGAA-171718	417	112	155
nuclear-Ath-ProAGG-171737	447	58	215
nuclear-Ath-ProAGG-171738	0	0	1
nuclear-Ath-ProAGG-171743	0	0	6
nuclear-Ath-ProCGG-171739	146	23	49
nuclear-Ath-ProCGG-171760	0	0	0
nuclear-Ath-ProCGG-171761	2	1	40
nuclear-Ath-ProTGG-171741	590	80	335
nuclear-Ath-ProTGG-171744	4	0	19
nuclear-Ath-ProTGG-183741	1	0	9
nuclear-Ath-SerAGA-171812	1	4	7
nuclear-Ath-SerAGA-171813	413	84	278
nuclear-Ath-SerAGA-171814	1	2	3
nuclear-Ath-SerAGA-171815	1	0	1
nuclear-Ath-SerAGA-183750	0	2	0
nuclear-Ath-SerAGA-183759	235	45	95
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	64	14	17
nuclear-Ath-SerCGA-171782	1431	433	632
nuclear-Ath-SerCGA-171785	0	0	0
nuclear-Ath-SerCGA-171794	3	2	0
nuclear-Ath-SerGCT-171796	0	0	0
nuclear-Ath-SerGCT-171797	2	0	5
nuclear-Ath-SerGCT-171798	605	82	124
nuclear-Ath-SerGCT-171800	3	0	0
nuclear-Ath-SerGCT-183728	0	0	0
nuclear-Ath-SerGCT-183752	0	0	0
nuclear-Ath-SerGCT-183753	5	0	0
nuclear-Ath-SerTGA-171783	0	1	0
nuclear-Ath-SerTGA-171784	0	0	1
nuclear-Ath-SerTGA-171792	303	79	69
nuclear-Ath-SerTGA-171793	247	77	88
nuclear-Ath-ThrAGT-171722	1	0	28
nuclear-Ath-ThrAGT-171723	257	42	101
nuclear-Ath-ThrAGT-171731	47	7	9
nuclear-Ath-ThrCGT-171709	515	67	57
nuclear-Ath-ThrCGT-171710	0	0	2
nuclear-Ath-ThrCGT-171711	1	0	2
nuclear-Ath-ThrTGT-171700	2	0	1
nuclear-Ath-ThrTGT-171705	445	59	132
nuclear-Ath-ThrTGT-183732	0	0	0
nuclear-Ath-TrpCCA-171732	5124	1121	2122
nuclear-Ath-TrpCCA-171734	5005	1015	2174
nuclear-Ath-TrpCCA-183740	4	1	3
nuclear-Ath-TyrGTA-171663	20	1	3
nuclear-Ath-TyrGTA-171666	372	76	89
nuclear-Ath-TyrGTA-171668	1	0	9
nuclear-Ath-TyrGTA-183718	0	0	2
nuclear-Ath-TyrGTA-183719	13	1	0
nuclear-Ath-TyrGTA-183720	0	0	0
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	3
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	1
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	24	1	6
nuclear-Ath-ValAAC-171778	0	0	1
nuclear-Ath-ValAAC-171779	85	22	92
nuclear-Ath-ValCAC-171807	390	103	163
nuclear-Ath-ValCAC-183758	287	63	93
nuclear-Ath-ValTAC-171767	3	2	3
nuclear-Ath-ValTAC-183729	0	0	0
nuclear-Ath-ValTAC-183746	0	0	0
nuclear-Ath-eMetCAT-171754	1561	252	403
nuclear-Ath-iMetCAT-171655	0	3	26
nuclear-Ath-iMetCAT-171658	0	0	30
nuclear-Ath-iMetCAT-171659	657	60	210
nuclear-Ath-iMetCAT-183717	0	0	0
nuclear-Bsu-iMetCAT-99995_cplike	57	25	30
nuclear-Bya-TrpCCA-99992	5291	1061	2305
nuclear-Bya-TrpCTA-99993	322	62	176
nuclear-Osu-iMetCAT-99994_cplike	0	0	0
plastid-Ath-AlaTGC-171845	1	0	1
plastid-Ath-ArgACG-171847	6	1	1
plastid-Ath-ArgTCT-171846	0	0	0
plastid-Ath-AsnGTT-171848	3	0	2
plastid-Ath-AspGTC-171849	1	0	0
plastid-Ath-CysGCA-171850	0	0	0
plastid-Ath-GlnTTG-171851	1	0	0
plastid-Ath-GluTTC-171852	1	0	3
plastid-Ath-GlyGCC-171853	0	0	0
plastid-Ath-GlyTCC-171854	0	0	0
plastid-Ath-HisGTG-171855	0	0	0
plastid-Ath-IleCAT-171856	0	0	0
plastid-Ath-IleGAT-171857	0	2	1
plastid-Ath-LeuCAA-171859	0	0	0
plastid-Ath-LeuTAA-171860	0	0	0
plastid-Ath-LeuTAG-171858	2	2	0
plastid-Ath-LysTTT-171861	0	0	0
plastid-Ath-PheGAA-171864	0	0	0
plastid-Ath-ProTGG-171865	0	0	0
plastid-Ath-SerGCT-171868	0	0	0
plastid-Ath-SerGGA-171866	0	0	0
plastid-Ath-SerTGA-171867	2	0	0
plastid-Ath-ThrGGT-171869	0	0	0
plastid-Ath-ThrTGT-171870	2	0	0
plastid-Ath-TrpCCA-171871	1	0	0
plastid-Ath-TyrGTA-171872	5	1	6
plastid-Ath-ValGAC-171873	2	0	0
plastid-Ath-ValTAC-171874	0	1	0
plastid-Ath-eMetCAT-171862	0	0	0
plastid-Ath-iMetCAT-171863	1	0	0
plastid-Bla-GluTTC-99990	0	0	0
Total	296403	38267	92892
