Ref_tRNA	CCA_count	CC_count	Other_count
mitochondrial-Lpy-iMetCAT-LpChr3A	0	0	0
mitochondrial-Osu-GluTTC-Chr1	170	60	142
mitochondrial-Osu-GluTTC-Chr18	70	34	95
mitochondrial-Osu-GluTTC-Chr30	0	0	19
mitochondrial-Osu-IleCAT-Chr25	0	0	0
mitochondrial-Osu-SerGGA-Chr49	0	0	0
mitochondrial-Osu-TrpCCA-Chr2	0	0	0
mitochondrial-Osu-UndetNNN-Chr32	0	0	0
mitochondrial-Osu-iMetCAT-Chr9	0	0	0
nuclear-Ath-AlaAGC-171748	1316	619	3261
nuclear-Ath-AlaAGC-171749	3303	1656	9562
nuclear-Ath-AlaAGC-183743	1796	934	4510
nuclear-Ath-AlaCGC-171750	638	215	1022
nuclear-Ath-AlaCGC-171752	917	247	1241
nuclear-Ath-AlaCGC-183744	739	263	1179
nuclear-Ath-AlaTGC-171747	4933	1962	9927
nuclear-Ath-AlaTGC-171751	620	244	1104
nuclear-Ath-ArgACG-171679	51	17	27
nuclear-Ath-ArgACG-171680	242	94	73
nuclear-Ath-ArgACG-171681	109	55	38
nuclear-Ath-ArgACG-171682	266	114	95
nuclear-Ath-ArgACG-171683	124	45	54
nuclear-Ath-ArgACG-171772	134	71	93
nuclear-Ath-ArgCCG-171678	2726	796	1053
nuclear-Ath-ArgCCG-171686	132	38	97
nuclear-Ath-ArgCCG-183763	21	9	14
nuclear-Ath-ArgCCT-171715	189	69	108
nuclear-Ath-ArgCCT-171716	3035	1197	1772
nuclear-Ath-ArgCCT-171719	511	309	715
nuclear-Ath-ArgTCG-171676	5228	2379	3492
nuclear-Ath-ArgTCG-171677	2720	1190	1290
nuclear-Ath-ArgTCT-171693	250	67	253
nuclear-Ath-ArgTCT-171694	797	182	835
nuclear-Ath-ArgTCT-171695	408	121	233
nuclear-Ath-ArgTCT-171696	129	34	89
nuclear-Ath-ArgTCT-171714	263	75	83
nuclear-Ath-ArgTCT-171717	219	50	103
nuclear-Ath-ArgTCT-183731	0	0	1
nuclear-Ath-AsnGTT-171725	59	19	70
nuclear-Ath-AsnGTT-171727	873	266	739
nuclear-Ath-AsnGTT-171729	684	181	500
nuclear-Ath-AsnGTT-183736	146	41	98
nuclear-Ath-AsnGTT-183737	0	0	0
nuclear-Ath-AsnGTT-183738	251	85	282
nuclear-Ath-AsnGTT-183739	102	23	116
nuclear-Ath-AspGTC-171804	12932	4641	4408
nuclear-Ath-AspGTC-183754	13	4	2
nuclear-Ath-AspGTC-183755	1	1	1
nuclear-Ath-AspGTC-183756	2	0	845
nuclear-Ath-AspGTC-183757	3	0	323
nuclear-Ath-CysGCA-171684	636	85	95
nuclear-Ath-CysGCA-171742	132	21	92
nuclear-Ath-CysGCA-171756	191	43	126
nuclear-Ath-CysGCA-171757	148	13	111
nuclear-Ath-CysGCA-171758	850	177	286
nuclear-Ath-CysGCA-171759	304	49	89
nuclear-Ath-CysGCA-171762	90	17	34
nuclear-Ath-CysGCA-183716	0	0	9
nuclear-Ath-CysGCA-183742	357	86	72
nuclear-Ath-CysGCA-183745	62	6	11
nuclear-Ath-GlnCTG-171763	420	56	134
nuclear-Ath-GlnCTG-171765	63	11	48
nuclear-Ath-GlnCTG-171773	245	46	48
nuclear-Ath-GlnCTG-171774	152	28	76
nuclear-Ath-GlnCTG-171775	1675	268	937
nuclear-Ath-GlnTTG-171777	1708	424	976
nuclear-Ath-GlnTTG-183749	795	135	271
nuclear-Ath-GluCTC-171821	862	118	192
nuclear-Ath-GluCTC-171824	2214	273	523
nuclear-Ath-GluCTC-171825	475	62	100
nuclear-Ath-GluCTC-183765	5	0	55
nuclear-Ath-GluTTC-171820	6178	786	1483
nuclear-Ath-GluTTC-171822	1057	109	281
nuclear-Ath-GluTTC-171826	219	23	86
nuclear-Ath-GluTTC-183764	252	43	112
nuclear-Ath-GlyCCC-171713	4094	1650	2637
nuclear-Ath-GlyGCC-171688	590	112	245
nuclear-Ath-GlyGCC-171690	484	98	343
nuclear-Ath-GlyGCC-171691	16676	3734	8774
nuclear-Ath-GlyGCC-171692	510	190	257
nuclear-Ath-GlyGCC-183730	5	2	12
nuclear-Ath-GlyTCC-171720	2422	740	1292
nuclear-Ath-HisGTG-171768	1514	479	2076
nuclear-Ath-HisGTG-171770	423	121	281
nuclear-Ath-HisGTG-183747	381	118	374
nuclear-Ath-HisGTG-183748	93	47	148
nuclear-Ath-IleAAT-171735	276	159	694
nuclear-Ath-IleAAT-171736	273	121	728
nuclear-Ath-IleTAT-171721	95	34	72
nuclear-Ath-IleTAT-171764	129	51	143
nuclear-Ath-LeuAAG-171816	1502	521	3315
nuclear-Ath-LeuAAG-171817	1604	545	3454
nuclear-Ath-LeuCAA-171786	1179	483	1135
nuclear-Ath-LeuCAA-171787	750	245	774
nuclear-Ath-LeuCAA-171789	1114	382	1065
nuclear-Ath-LeuCAA-171790	756	264	688
nuclear-Ath-LeuCAA-183751	81	33	133
nuclear-Ath-LeuCAG-171781	1346	561	1914
nuclear-Ath-LeuTAA-171698	106	44	163
nuclear-Ath-LeuTAA-171699	128	56	199
nuclear-Ath-LeuTAA-171791	41	26	43
nuclear-Ath-LeuTAG-171673	954	471	2072
nuclear-Ath-LeuTAG-171675	989	466	1691
nuclear-Ath-LeuTAG-171685	749	413	1484
nuclear-Ath-LysCTT-171703	270	61	146
nuclear-Ath-LysCTT-171704	4328	1036	1132
nuclear-Ath-LysCTT-183733	18	17	34
nuclear-Ath-LysTTT-171707	5655	842	1257
nuclear-Ath-LysTTT-171712	996	221	259
nuclear-Ath-LysTTT-183734	5672	1118	1077
nuclear-Ath-LysTTT-183735	1	0	2
nuclear-Ath-PheGAA-171718	2962	1877	3808
nuclear-Ath-ProAGG-171737	1410	191	493
nuclear-Ath-ProAGG-171738	346	50	162
nuclear-Ath-ProAGG-171743	976	125	469
nuclear-Ath-ProCGG-171739	17	4	61
nuclear-Ath-ProCGG-171760	1050	155	787
nuclear-Ath-ProCGG-171761	1939	238	997
nuclear-Ath-ProTGG-171741	841	125	390
nuclear-Ath-ProTGG-171744	3575	545	1840
nuclear-Ath-ProTGG-183741	1	0	117
nuclear-Ath-SerAGA-171812	60	39	414
nuclear-Ath-SerAGA-171813	238	115	1360
nuclear-Ath-SerAGA-171814	2	10	12
nuclear-Ath-SerAGA-171815	0	2	6
nuclear-Ath-SerAGA-183750	62	27	51
nuclear-Ath-SerAGA-183759	52	37	209
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	27	12	67
nuclear-Ath-SerCGA-171782	45	27	78
nuclear-Ath-SerCGA-171785	154	109	256
nuclear-Ath-SerCGA-171794	138	87	197
nuclear-Ath-SerGCT-171796	384	125	309
nuclear-Ath-SerGCT-171797	828	273	469
nuclear-Ath-SerGCT-171798	1591	639	1186
nuclear-Ath-SerGCT-171800	523	165	351
nuclear-Ath-SerGCT-183728	414	179	252
nuclear-Ath-SerGCT-183752	220	97	203
nuclear-Ath-SerGCT-183753	2	2	3
nuclear-Ath-SerTGA-171783	37	32	67
nuclear-Ath-SerTGA-171784	33	26	45
nuclear-Ath-SerTGA-171792	99	104	181
nuclear-Ath-SerTGA-171793	38	26	68
nuclear-Ath-ThrAGT-171722	83	28	72
nuclear-Ath-ThrAGT-171723	127	41	80
nuclear-Ath-ThrAGT-171731	172	49	101
nuclear-Ath-ThrCGT-171709	918	362	178
nuclear-Ath-ThrCGT-171710	474	125	104
nuclear-Ath-ThrCGT-171711	75	30	24
nuclear-Ath-ThrTGT-171700	1345	665	1550
nuclear-Ath-ThrTGT-171705	147	61	214
nuclear-Ath-ThrTGT-183732	23	10	40
nuclear-Ath-TrpCCA-171732	5482	3117	12649
nuclear-Ath-TrpCCA-171734	4905	3060	11848
nuclear-Ath-TrpCCA-183740	12	13	22
nuclear-Ath-TyrGTA-171663	3391	813	1621
nuclear-Ath-TyrGTA-171666	0	1	1
nuclear-Ath-TyrGTA-171668	0	0	0
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	743	182	286
nuclear-Ath-TyrGTA-183720	0	0	2
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	0
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	0	0
nuclear-Ath-ValAAC-171778	3	0	102
nuclear-Ath-ValAAC-171779	207	152	864
nuclear-Ath-ValCAC-171807	150	100	384
nuclear-Ath-ValCAC-183758	111	65	264
nuclear-Ath-ValTAC-171767	214	120	972
nuclear-Ath-ValTAC-183729	5	3	17
nuclear-Ath-ValTAC-183746	5	2	49
nuclear-Ath-eMetCAT-171754	1034	356	1241
nuclear-Ath-iMetCAT-171655	9	1	21
nuclear-Ath-iMetCAT-171658	1	0	11
nuclear-Ath-iMetCAT-171659	27	9	57
nuclear-Ath-iMetCAT-183717	0	0	1
nuclear-Bsu-iMetCAT-99995_cplike	0	0	0
nuclear-Bya-TrpCCA-99992	5287	3113	12723
nuclear-Bya-TrpCTA-99993	0	0	2
nuclear-Osu-iMetCAT-99994_cplike	0	0	1
plastid-Ath-AlaTGC-171845	4796	1599	8041
plastid-Ath-ArgACG-171847	2346	894	1371
plastid-Ath-ArgTCT-171846	1709	369	555
plastid-Ath-AsnGTT-171848	7814	962	2580
plastid-Ath-AspGTC-171849	4907	1566	4553
plastid-Ath-CysGCA-171850	2379	309	422
plastid-Ath-GlnTTG-171851	5501	1155	2568
plastid-Ath-GluTTC-171852	36753	4799	12596
plastid-Ath-GlyGCC-171853	5312	545	799
plastid-Ath-GlyTCC-171854	1876	188	196
plastid-Ath-HisGTG-171855	7956	902	1615
plastid-Ath-IleCAT-171856	128	41	306
plastid-Ath-IleGAT-171857	504	230	1060
plastid-Ath-LeuCAA-171859	1566	398	701
plastid-Ath-LeuTAA-171860	867	179	700
plastid-Ath-LeuTAG-171858	3131	632	981
plastid-Ath-LysTTT-171861	1012	219	665
plastid-Ath-PheGAA-171864	14505	3303	7478
plastid-Ath-ProTGG-171865	1293	323	502
plastid-Ath-SerGCT-171868	4583	770	2271
plastid-Ath-SerGGA-171866	5108	1651	5439
plastid-Ath-SerTGA-171867	6815	830	1499
plastid-Ath-ThrGGT-171869	2281	403	404
plastid-Ath-ThrTGT-171870	1895	328	260
plastid-Ath-TrpCCA-171871	1465	362	410
plastid-Ath-TyrGTA-171872	4465	1298	2109
plastid-Ath-ValGAC-171873	123	22	76
plastid-Ath-ValTAC-171874	790	286	341
plastid-Ath-eMetCAT-171862	497	84	109
plastid-Ath-iMetCAT-171863	71	51	192
plastid-Bla-GluTTC-99990	0	0	0
Total	322321	83360	229905
