Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-GlyGCC-171690	373	117	1122
nuclear-Ath-GlyGCC-171691	177245	57473	190256
nuclear-Ath-GlyGCC-171692	904	748	1737
nuclear-Ath-GlyGCC-183730	0	0	3
nuclear-Ath-GlyTCC-171720	38291	22332	64124
nuclear-Ath-HisGTG-171768	50296	21204	94090
nuclear-Ath-HisGTG-171770	1862	810	1277
nuclear-Ath-HisGTG-183747	2	1	7
nuclear-Ath-HisGTG-183748	0	0	0
nuclear-Ath-IleAAT-171735	40841	28064	146809
nuclear-Ath-IleAAT-171736	5316	1786	12952
nuclear-Ath-IleTAT-171721	0	0	19
nuclear-Ath-IleTAT-171764	12563	6191	31505
nuclear-Ath-LeuAAG-171816	60819	29276	134090
nuclear-Ath-LeuAAG-171817	62091	30029	136257
nuclear-Ath-LeuCAA-171786	31116	13372	45380
nuclear-Ath-LeuCAA-171787	7363	3190	7805
nuclear-Ath-LeuCAA-171789	130107	58058	121070
nuclear-Ath-LeuCAA-171790	2	0	11
nuclear-Ath-LeuCAA-183751	1	0	206
nuclear-Ath-LeuCAG-171781	116410	56319	169702
nuclear-Ath-LeuTAA-171698	5162	2149	6675
nuclear-Ath-LeuTAA-171699	3229	1266	3333
nuclear-Ath-LeuTAA-171791	430	194	717
nuclear-Ath-LeuTAG-171673	53	20	105
nuclear-Ath-LeuTAG-171675	57936	43854	156504
nuclear-Ath-LeuTAG-171685	48021	36127	141862
nuclear-Ath-LysCTT-171703	1819	927	1973
nuclear-Ath-LysCTT-171704	206613	88540	108344
nuclear-Ath-LysCTT-183733	139	74	575
nuclear-Ath-LysTTT-171707	9	2	1
nuclear-Ath-LysTTT-171712	978	401	1058
nuclear-Ath-LysTTT-183734	6	0	0
nuclear-Ath-LysTTT-183735	0	0	0
nuclear-Ath-PheGAA-171718	15819	10444	22246
nuclear-Ath-ProAGG-171737	93674	13259	42349
nuclear-Ath-ProAGG-171738	10397	1354	4761
nuclear-Ath-ProAGG-171743	172	40	157
nuclear-Ath-ProCGG-171739	26933	3911	16015
nuclear-Ath-ProCGG-171760	0	1	0
nuclear-Ath-ProCGG-171761	21	17	233
nuclear-Ath-ProTGG-171741	152700	22322	81203
nuclear-Ath-ProTGG-171744	16677	2919	6853
nuclear-Ath-ProTGG-183741	1156	275	1981
nuclear-Ath-SerAGA-171812	685	852	9471
nuclear-Ath-SerAGA-171813	6611	5731	68607
nuclear-Ath-SerAGA-171814	352	375	1428
nuclear-Ath-SerAGA-171815	4657	3264	14146
nuclear-Ath-SerAGA-183750	1	0	43
nuclear-Ath-SerAGA-183759	1094	1068	11015
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	4
nuclear-Ath-SerAGA-183762	171	181	1625
nuclear-Ath-SerCGA-171782	14749	14104	31651
nuclear-Ath-SerCGA-171785	0	0	2
nuclear-Ath-SerCGA-171794	20	4	4
nuclear-Ath-SerGCT-171796	45	18	215
nuclear-Ath-SerGCT-171797	30165	15993	28159
nuclear-Ath-SerGCT-171798	34540	19433	33178
nuclear-Ath-SerGCT-171800	397	153	208
nuclear-Ath-SerGCT-183728	1	0	0
nuclear-Ath-SerGCT-183752	24	1	6
nuclear-Ath-SerGCT-183753	3	7	17
nuclear-Ath-SerTGA-171783	6	6	4
nuclear-Ath-SerTGA-171784	0	0	0
nuclear-Ath-SerTGA-171792	4663	6201	15989
nuclear-Ath-SerTGA-171793	12	9	19
nuclear-Ath-ThrAGT-171722	3	2	233
nuclear-Ath-ThrAGT-171723	5473	2665	5774
nuclear-Ath-ThrAGT-171731	9341	4578	10566
nuclear-Ath-ThrCGT-171709	66690	20490	14401
nuclear-Ath-ThrCGT-171710	0	0	88
nuclear-Ath-ThrCGT-171711	31	13	16
nuclear-Ath-ThrTGT-171700	13	24	56
nuclear-Ath-ThrTGT-171705	41730	28996	107647
nuclear-Ath-ThrTGT-183732	1	20	35
nuclear-Ath-TrpCCA-171732	282290	188246	751836
nuclear-Ath-TrpCCA-171734	263105	180987	676782
nuclear-Ath-TrpCCA-183740	47	46	170
nuclear-Ath-TyrGTA-171663	29604	6803	18154
nuclear-Ath-TyrGTA-171666	7462	2577	5618
nuclear-Ath-TyrGTA-171668	3	1	105
nuclear-Ath-TyrGTA-183718	0	0	5
nuclear-Ath-TyrGTA-183719	4630	1103	2205
nuclear-Ath-TyrGTA-183720	2	3	14
nuclear-Ath-TyrGTA-183721	0	0	1
nuclear-Ath-TyrGTA-183722	13	1	5
nuclear-Ath-TyrGTA-183723	0	0	96
nuclear-Ath-TyrGTA-183724	17	2	75
nuclear-Ath-TyrGTA-183725	11	2	76
nuclear-Ath-TyrGTA-183726	2	1	1
nuclear-Ath-TyrGTA-183727	15	4	5
nuclear-Ath-ValAAC-171778	9	4	4801
nuclear-Ath-ValAAC-171779	24354	17071	123257
nuclear-Ath-ValCAC-171807	30861	14435	53591
nuclear-Ath-ValCAC-183758	23680	11764	45853
nuclear-Ath-ValTAC-171767	1058	426	3028
nuclear-Ath-ValTAC-183729	173	65	528
nuclear-Ath-ValTAC-183746	1	0	43
nuclear-Ath-eMetCAT-171754	55498	29540	101991
nuclear-Ath-iMetCAT-171655	551	230	17626
nuclear-Ath-iMetCAT-171658	0	6	604
nuclear-Ath-iMetCAT-171659	114	102	889
nuclear-Ath-iMetCAT-183717	675	239	2445
nuclear-Bsu-iMetCAT-99995_cplike	0	0	0
nuclear-Bya-TrpCCA-99992	281163	190190	742724
nuclear-Bya-TrpCTA-99993	1	0	19
nuclear-Osu-iMetCAT-99994_cplike	666	174	2288
plastid-Ath-AlaTGC-171845	3	1	7
plastid-Ath-ArgACG-171847	2	4	10
plastid-Ath-ArgTCT-171846	1	0	0
plastid-Ath-AsnGTT-171848	9	0	8
plastid-Ath-AspGTC-171849	1	2	7
plastid-Ath-CysGCA-171850	0	0	2
plastid-Ath-GlnTTG-171851	1	1	4
plastid-Ath-GluTTC-171852	14	0	6
plastid-Ath-GlyGCC-171853	3	0	0
plastid-Ath-GlyTCC-171854	5	3	1
plastid-Ath-HisGTG-171855	4	0	2
plastid-Ath-IleCAT-171856	1	0	5
plastid-Ath-IleGAT-171857	5	1	5
plastid-Ath-LeuCAA-171859	2	0	1
plastid-Ath-LeuTAA-171860	3	0	1
plastid-Ath-LeuTAG-171858	3	1	2
plastid-Ath-LysTTT-171861	0	0	0
plastid-Ath-PheGAA-171864	4	3	0
plastid-Ath-ProTGG-171865	0	1	0
plastid-Ath-SerGCT-171868	3	0	0
plastid-Ath-SerGGA-171866	0	0	1
plastid-Ath-SerTGA-171867	6	1	1
plastid-Ath-ThrGGT-171869	4	1	1
plastid-Ath-ThrTGT-171870	0	0	0
plastid-Ath-TrpCCA-171871	0	1	0
plastid-Ath-TyrGTA-171872	3	2	7
plastid-Ath-ValGAC-171873	1	0	0
plastid-Ath-ValTAC-171874	1	3	1
plastid-Ath-eMetCAT-171862	1	0	1
plastid-Ath-iMetCAT-171863	0	0	6
plastid-Bla-GluTTC-99990	0	0	0
Total	4169484	2056932	7124120
