Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-TyrGTA-183722	6	2	4
nuclear-Ath-TyrGTA-183723	0	0	97
nuclear-Ath-TyrGTA-183724	4	0	79
nuclear-Ath-TyrGTA-183725	9	3	85
nuclear-Ath-TyrGTA-183726	3	0	0
nuclear-Ath-TyrGTA-183727	12	4	7
nuclear-Ath-ValAAC-171778	9	8	3877
nuclear-Ath-ValAAC-171779	23160	20386	130703
nuclear-Ath-ValCAC-171807	27220	15708	55346
nuclear-Ath-ValCAC-183758	20672	12639	46645
nuclear-Ath-ValTAC-171767	948	389	2895
nuclear-Ath-ValTAC-183729	127	50	467
nuclear-Ath-ValTAC-183746	0	0	33
nuclear-Ath-eMetCAT-171754	46723	31104	104183
nuclear-Ath-iMetCAT-171655	487	234	12922
nuclear-Ath-iMetCAT-171658	0	18	865
nuclear-Ath-iMetCAT-171659	131	99	1057
nuclear-Ath-iMetCAT-183717	551	223	2483
nuclear-Bsu-iMetCAT-99995_cplike	0	0	0
nuclear-Bya-TrpCCA-99992	259096	160739	542556
nuclear-Bya-TrpCTA-99993	3	3	27
nuclear-Osu-iMetCAT-99994_cplike	514	148	2337
plastid-Ath-AlaTGC-171845	3	0	11
plastid-Ath-ArgACG-171847	6	2	0
plastid-Ath-ArgTCT-171846	0	0	1
plastid-Ath-AsnGTT-171848	11	5	11
plastid-Ath-AspGTC-171849	2	2	2
plastid-Ath-CysGCA-171850	1	0	0
plastid-Ath-GlnTTG-171851	1	1	2
plastid-Ath-GluTTC-171852	16	1	15
plastid-Ath-GlyGCC-171853	2	0	1
plastid-Ath-GlyTCC-171854	6	0	0
plastid-Ath-HisGTG-171855	1	0	3
plastid-Ath-IleCAT-171856	1	1	4
plastid-Ath-IleGAT-171857	1	0	3
plastid-Ath-LeuCAA-171859	4	0	1
plastid-Ath-LeuTAA-171860	0	0	4
plastid-Ath-LeuTAG-171858	1	1	0
plastid-Ath-LysTTT-171861	1	1	2
plastid-Ath-PheGAA-171864	7	5	8
plastid-Ath-ProTGG-171865	0	1	0
plastid-Ath-SerGCT-171868	0	1	2
plastid-Ath-SerGGA-171866	0	0	2
plastid-Ath-SerTGA-171867	3	0	1
plastid-Ath-ThrGGT-171869	0	2	0
plastid-Ath-ThrTGT-171870	0	0	0
plastid-Ath-TrpCCA-171871	3	1	1
plastid-Ath-TyrGTA-171872	1	1	6
plastid-Ath-ValGAC-171873	0	0	0
plastid-Ath-ValTAC-171874	1	0	0
plastid-Ath-eMetCAT-171862	0	0	0
plastid-Ath-iMetCAT-171863	0	1	7
plastid-Bla-GluTTC-99990	0	0	0
Total	3927562	2169671	6846150
